,Name,Website,Description,Tags,Country,Computer,Phone,TwitterUsername
109,Raul Melo,https://raulmelo.dev/uses,"Developer, writer in my spare time, open-source contributor. Believes the only way to transform lives is through education.","Data Scraping, Engineer, Front End, GraphQL, JavaScript, Node.js, React, Software Engineer, Styled Components, TypeScript, Web Developer, Windows, Writer",🇧🇷,windows,android,https://twitter.com/raul_fdm
110,Justin Conway,https://conwaydev.com/uses/,Chicago-based front-end developer passionate about the web and pork.,"Developer, Front End, JAMstack, JavaScript, AMP, CSS, PHP, Laravel, WordPress, Performance",🇺🇸,apple,iphone,https://twitter.com/conwaydev
111,Victor Pierre Alves,https://victorpierre.dev/uses,Senior Software Engineer. I mostly code in Go these days. I live in Canada.,"Developer, Engineer, Go, Backend, PostgreSQL, MongoDB, Docker, Kubernetes, GCP, PHP, Remote, Keychron",🇨🇦,apple,iphone,
112,Michael Hoffmann,https://www.mokkapps.de/uses,Freelance Software Engineer,"Entrepreneur, Developer, Blogger, Angular, JavaScript, Full Stack, Front End",🇩🇪,apple,iphone,https://twitter.com/mokkapps
113,Jerry Shi,https://github.com/szy0syz/uses,"Full Stack, Motivated full-stack developer not afraid to use any technology.","Web Development, Front End, React, Node.js, Rust, Full Stack, GraphQL",🇨🇳,apple,android,https://twitter.com/szy0syz
114,Alexis Janvier,https://alexisjanvier.net/uses/,"Web Developer, Open Source Contributor, Community Organizer, Proud Dad, Grateful Lover.","Convivialist, Developer, DevOps, Elixir, Full Stack, JavaScript, Linux, Open Source Software, PHP, Remote, Speaker, Vim",🇫🇷,linux,flipphone,https://twitter.com/alexisjanvier
115,David Petringa,https://david.dukesnuz.com/uses,A web developer who very much likes working with Laravel and Vuejs. My side Hustle is blogging.,"Developer, Front End, Backend, HTML, CSS, PHP, Laravel, JavaScript, Vue.js, MySQL, Entrepreneur",🇺🇸,windows,iphone,https://twitter.com/dukesnuz
116,Jonathan Suh,https://jonsuh.com/uses,"Designer, Developer, Sneakerhead","Designer, Developer, Front End, JavaScript, React",🇺🇸,apple,iphone,https://twitter.com/jonsuh
117,Wuttinan Sukpoon,https://github.com/mewxz029/uses,FullStack Developer,"Front End, Developer, Backend, Problem Solver, JavaScript, VueJS, Node.js, NuxtJS, REST, Mac, MongoDB, NestJS, Express",🇹🇭,apple,iphone,
118,Chiko Mukwenha,https://chikomukwenha.co/2021/11/21/uses,Frontend Engineer,"HTML, CSS, JavaScript, React, EmberJS, Vue.js, Indiehacker, Blogger",🇿🇼,apple,iphone,https://twitter.com/therealchiko
119,Joshua Rose,https://jrgiant.tech/uses,"Loves Christ, loves family, loves programming, full stack dev","Full Stack, React, Angular, Netlify, Developer, Front End, CSS, SCSS, JavaScript, HTML, PHP, UI/UX, WordPress",🇺🇸,windows,iphone,https://twitter.com/JrGiant
120,Robert Michalski,https://robert-michalski.com/uses/,Full Stack Developer going serverless,"Full Stack, JavaScript, ES6, Node.js, Vue.js, PHP, WordPress, MySQL, Cloudflare, Serverless",🇸🇪,apple,iphone,
121,Tim Eaton,https://www.timeaton.dev/uses/,Laravel full-stack developer based in Paris,"Developer, PHP, Laravel, HTML, CSS, JavaScript, React, Python",🇺🇸,apple,iphone,https://twitter.com/yakbrother
122,Dávid Lévai,https://davidlevai.com/uses,"Building production-ready apps, Freelancing as a Software Dev","Developer, Front End, Full Stack, JavaScript, CSS, HTML, React, TypeScript, Blogger, Serverless, AWS, Firebase, DevOps, Youtuber, Blitz.js, Next.js",🇭🇺,apple,iphone,https://twitter.com/iamdavidlevai
123,Sheila Leon,https://sheilaleon.tech/uses/,"Self-taught Front-end Dev, Designer & Product Manager","HTML, CSS, JavaScript, React, Next.js, Gatsby, MySQL, GraphQL",🇦🇺,apple,android,https://twitter.com/kan
124,Seshal Jain,https://archgaelix.vercel.app/uses,"Emacs rookie passionate about aesthetic design and a beautiful, free web","HTML, CSS, JavaScript, React, Go, Python, Emacs, Blogger",🇮🇳,linux,android,https://twitter.com/seshaljain
125,Ajay Karwal,https://ajaykarwal.com/uses/,"A designer, developer and UX guy from Buckingham, UK.","UI, UX, Developer, Designer, JavaScript, React, CSS, HTML, Front End",🇬🇧,apple,iphone,https://twitter.com/ajaykarwal
126,Matt Hughes,https://matthughes.dev/uses,Full Stack Web Developer,"CSS, Full Stack, Front End, HTML, JavaScript, React, Python, Django, Vue.js",🇺🇸,apple,iphone,https://twitter.com/matthughes2112
127,Andrew Byrd,https://www.andrewbyrd.dev/uses/,Web dev. Girl Dad. Bodybuilder. Gamer.,"Developer, Front End, Full Stack, TypeScript, React, Node.js, Python",🇺🇸,apple,iphone,https://twitter.com/WordyTheByrd
128,Matt Jennings,https://mattjennings.io/uses,"web dev, hockey | tradebreaker.io","Developer, Full Stack, JavaScript, React, Hockey",🇨🇦,apple,iphone,https://twitter.com/mattjennings44
129,Andrei Racasan,https://www.andreiracasan.com/setup,Full Stack Developer with a passion for finding pragmatic solutions to technical challenges.,"Full Stack, Developer, React, TypeScript, JavaScript, Python, Node.js, Express, MongoDB, MERN",🇷🇴,linux,android,
130,Thomas Weibenfalk,https://www.weibenfalk.com/uses/,"Passionate developer, course creator, youtuber, designer and musician from Sweden","JavaScript, Developer, Entrepreneur, React, Teacher, Writer, Youtuber",🇸🇪,apple,iphone,https://twitter.com/weibenfalk
131,Elijah Rwothoromo,https://rwothoromo.wordpress.com/2020/05/29/uses/,"Software Developer, Poet, code and play!","PHP, Python, Android, Developer, Laravel, Flask, Kotlin, Poet, Writer, JavaScript, React, PostgreSQL",🇺🇬,windows,android,https://twitter.com/rwothoromo
132,Jay Tyrrell,https://jaytyrrell.co/uses/,Full Stack Developer,"Developer, Full Stack, PHP, JavaScript, Laravel, Vue.js",🇺🇸,apple,iphone,https://twitter.com/jaytyrrell13
133,Michael Knepprath,https://mknepprath.com/uses,Pokémon-obsessed Software Engineer & Designer. Twitter bots are my jam.,"Developer, Designer, Front End, JavaScript, React, Bots",🇺🇸,apple,iphone,https://twitter.com/mknepprath
134,Joseph Shambrook,https://josephshambrook.dev/uses,"Front-end developer based in Edinburgh, UK","Front End, Developer, Engineer, Web Developer, Teacher, HTML, CSS, SCSS, Styled Components, TailWindCSS, Tailwind, JavaScript, TypeScript, React, Next.js, Svelte, Astro, Markdown, Testing, Accessibility, Serverless, GitHub, Git",🇬🇧,apple,iphone,
135,Jan-Lukas Else,https://jlelse.blog/uses/,Software Developer & Blogger,"Developer, Blogger, Backend, Java, Go",🇩🇪,windows,android,
136,Jovylle Bermudez,https://jovyllebermudez.com/uses,"SR Backend, and Frontend Developer","PHP, Node, React, NuxtJs, GatsbyJS, TailWindCSS, Laravel, JavaScript, REST, MySQL, Backend, Front End, Developer, WordPress, Remote",🇵🇭,apple,android,https://twitter.com/devfrommoon
137,Alok Prateek,https://alokprateek.in/uses,Alok Prateek is a multi-talented human with over 11+ years of experiences in wide range of design disciplines.,"Designer, Entrepreneur, Full Stack, Developer, HTML, Sass, Node.js, PostgreSQL, Firebase, React, JavaScript, JAMstack",🇮🇳,windows,android,https://twitter.com/thewhitewufy
138,Karl Koch,https://www.kejk.tech/uses,"Product designer, frontend developer and musician. Building HomeHero and making other things.","Designer, Developer, Design Systems, Front End, UX, UI, HTML, CSS, Vue.js, Nuxt.js, Cosmic.js, Accessibility, Entrepreneur",🇬🇧,apple,iphone,https://twitter.com/_kejk
139,Jang Rush,https://mmap.page/uses/,markdown aficionado who suffers from unix porn addiction (*/*),"Firefox, Neovim, Markdown, Go, Python, ReScript",🇺🇳,linux,iphone,https://twitter.com/weakish
140,Ben Brougher,https://benbrougher.tech/uses,Full stack enterprise web devloper from the Pacific Northwest.,"Full Stack, Svelte, TypeScript, JavaScript, C#, ASP.NET, .NET Core, VS Code, HTML, CSS, PostgreSQL, SQL Server, Kubernetes, Docker, Node.js, PowerShell",🇺🇸,linux,android,
141,Jeff Mair,https://jeffmair.net/uses,"Contract/Freelance Web Developer, .NET Programmer, Dad, Korean Learner","Developer, JavaScript, C#, Node.js",🇨🇦,windows,android,https://twitter.com/jeffwmair
142,Murendeni Mukwevho,https://mukwevhom.xyz/uses,Software Developer breaking the bias in South Africa,"JavaScript, Python, PostgreSQL, React, GatsbyJS, Fastify",🇿🇦,windows,android,https://twitter.com/iammurendeni
143,Dieter Stinglhamber,https://www.dieter.dev/uses,"I write in PHP, JS, HTML and CSS. I can talk to databases and make servers do stuff.","Developer, Remote, Backend, PHP, Laravel, TypeScript, Node.js",🇧🇪,apple,iphone,https://twitter.com/elhebert
144,Eva Dee,https://includejs.dev/uses,Web Developer. Note-taker. Trying to Do Good.,"Developer, Front End, Web Developer, React, JavaScript, Gatsby, Remote, Blogger, Teacher",🇸🇮,apple,iphone,https://twitter.com/GirlsCodeMK
145,Erik Kroes,https://www.erikkroes.nl/uses,Photographer and creative in the world of accessibility,"Accessibility, CSS, Developer, Designer, Design Systems, HTML, Speakers, Teacher, Websites",🇳🇱,windows,android,https://twitter.com/erikkroes
146,Silvestre Vivo,https://silvestrevivo.github.io/uses,"Full Stack developer, before architect and flamenco guitar player.","Web Development, Front End, Backend, Full Stack, React, Svelte, Node.js, TypeScript, Rust, GraphQL, CSS",🇳🇱,apple,iphone,https://twitter.com/silvestrevivo
147,Josiah Wiebe,https://jwie.be/uses/,"Designer & developer, lifelong learner.","Full Stack, Developer, Designer, Python, JavaScript, TypeScript",🇨🇦,apple,iphone,
148,Martin Chammah,https://martinchammah.dev/uses,"Gatsby Fan, Full-stack web developer, architect","Developer, Full Stack, Gatsby, Node.js, React, WordPress, Woocommerce, SCSS, GraphQL, PHP, SQL",🇦🇷,windows,android,https://twitter.com/codigoMate
149,Leonel Ngoya,https://lndev.me/uses.html,FrontEnd Developer and Web Integrator,"Front End, Developer, Web Integrator, HTML, JavaScript, React, VueJS, SvelteJS, Flutter, SCSS",🇨🇲,linux,iphone,https://twitter.com/ln_dev7
150,Janez Čadež,https://janez.tech/uses,"Full-Stack developer, gym enthusiast and self-improvement nerd","Web, JavaScript, React, Material UI, Firebase",🇸🇮,windows,android,https://twitter.com/jamziSLO
151,Manthan Ank,https://manthanank.web.app/uses,"I'm Front-End Developer, Intermediate Learner, Also as a hobby I write blogs related to Web Development.","HTML, CSS, JavaScript, Angular, Web Development, Node.js, Express, MongoDB, Firebase, GraphQL",🇮🇳,windows,android,https://twitter.com/manthanank
152,Kilian Valkhof,https://kilianvalkhof.com/using/,User experience developer,"Developer, Designer, Full Stack, Front End, Entrepreneur, JavaScript, React, Node.js, Electron, Polypane, Devtools",🇳🇱,linux,iphone,https://twitter.com/kilianvalkhof
153,Satyam Lachhwani,https://portfolio-satyam.now.sh/uses,Web developer - Exploring ways to find out what's good for me.,"Web Developer, Full Stack, GraphQL, React, CSS, Node.js, Front End, HTML, PHP, Engineer, Backend, React Native, SQL, Linux, MongoDB, Styled Components, Ubuntu, VS Code, C++, REST, Express.js, Redux, SCSS, AWS, JavaScript",🇮🇳,linux,android,
154,Chandu J S,https://chandujs.dev/uses,"💻 Full Stack Developer & Photographer from Trivandrum, India ❤️. Freelancer.","Developer, Photographer, JavaScript, Full Stack, CSS, Node.js, PHP, Flutter, React, Angular",🇮🇳,apple,iphone,https://twitter.com/ctrleffive
155,Kent C. Dodds,https://kentcdodds.com/uses,"JavaScript Software Engineer, speaker, and trainer","Developer, Full Stack, Entrepreneur, Teacher, Youtuber, JavaScript, Testing, React, Speaker, Blogger",🇺🇸,apple,android,
156,Swapnil Agarwal,https://swapnil.net/uses/,Software Developer turned Product Manager turned Product Designer | INFP | Avid Reader,"JavaScript, Developer, Full Stack, CSS, Blogger, Vue.js, HTML, PHP, Engineer, Entrepreneur, Python, Designer, Speaker, Writer, Java, UX, UI",🇮🇳,apple,android,https://twitter.com/SwapAgarwal
157,Trevor Morris,https://www.trovster.com/about/uses,"I am a movie-loving, mountain-bike-riding web developer from the UK.","Full Stack, Web Developer, Developer, PHP, Laravel, WordPress, HTML, CSS, JavaScript",🇬🇧,apple,iphone,https://twitter.com/trovster
158,Matías Hernández,https://github.com/matiasfh/uses,"Frontend Engineer, Podcaster, Father, Calisthenic Athlete","Developer, Front End, Web, CSS, HTML, Podcaster, React, GraphQL, Styled-Components, JavaScript, Engineer, Calisthenics",🇨🇱,apple,iphone,https://twitter.com/matiasfha
159,Pujan Srivastava,https://www.pujan.net/top/uses,"Solutions Architect, I program for cloud applications","TypeScript, JavaScript, Node.js, Serverless, Architecture, AWS, Terraform, Security, Cloud, Bash, Python, GraphQL, REST",🇮🇪,apple,android,https://twitter.com/pujansrt
160,Gabriel Alejandro López López,https://glpzzz.is-a.dev/#using,Software Engineer,"Apache, Bootstrap, C++, C, CSS3, Docker, HTML5, Java, JavaScript, jQuery, MySQL, PHP, PostgreSQL, Python, Qt, Yii PHP Framework",🇨🇺,linux,android,https://twitter.com/glpzzz
161,Gus Fune,https://gusfune.com/uses/,"CTO at Off Script. Full-stack developer from Brazil, based in Sweden.","AWS, CSS, Developer, Entrepeneur, Full Stack, Gamer, Gatsby, GraphQL, HTML, JAMstack, JavaScript, Node.js, React, Serverless, TailWindCSS, TypeScript",🇸🇪,apple,iphone,https://twitter.com/gusfune
162,Amodu Kehinde,https://amodukehinde.vercel.app/uses/,MERN Stack Developer,"Front End, Developer, WordPress, JavaScript, React, Next.js, SCSS, CSS, HTML5, Express, Rest Api, TypeScript, Node.js, MongoDB, Linux, Vim, Open sourcer, Singer, Music",🇳🇬,linux,android,https://twitter.com/iamKennis_
163,Fernando Paredes,https://fdp.io/about/uses,"iOS/macOS developer, serial hobbyist, language nerd.","Developer, Front End, Swift, iOS, macOS, Xcode, Rust, TypeScript, Ruby, CSS",🇺🇸,apple,iphone,https://twitter.com/nanoxd
164,Alyssa Holland,https://www.alyssaholland.com/uses/,Frontend developer with a passion for learning! Writes about programming and productivity tips.,"JavaScript, React, HTML/CSS, Front End, Developer, Accessibility, Component Libraries, Blogger, Musician, TailWindCSS",🇺🇸,apple,iphone,https://twitter.com/alyssa_codes
165,Jason Ross,https://softwarepragmatism.com/uses/,"Developer/Architect creating software in Calgary, Alberta, Canada",".NET, Architecture, AWS, Backend, Blogger, C, C++, C#, CSS, Designer, Developer, DevOps, Docker, Engineer, Full Stack, Go, HTML, JavaScript, Kubernetes, Linux, MySQL, Performance, Python, Remote, Serverless, Software Engineer, SQL, Terraform, Ubuntu, VS Code, Web Development",🇨🇦,linux,android,https://twitter.com/softwarepragmat
166,Elmar Klausmeier,https://eklausmeier.goip.de/blog/uses,"Developer and blogger, data center management","Developer, C, Blogger, Linux, SQL, Perl, PHP, JavaScript, Lua, COBOL",🇩🇪,linux,android,https://twitter.com/eklausmeier
167,Zoran Panev,https://gist.github.com/8f08557764711afbf82b75ac0ce61e79.git,Web developer,"Full Stack, Developer, Web, Laravel, Symfony, Docker, JavaScript, React, Kali Linux",🇲🇰,linux,android,https://twitter.com/Zoran_Panev
168,Spencer Aung,https://spenceraung.me/blog/uses,Frontend Developer from Myanmar. Live in Seoul. Love cats and octopuses,"Developer, Front End, JavaScript, Full Stack, Node.js, React, React Native, Remote, GraphQL, Gatsby, Next.js",🇲🇲,apple,iphone,https://twitter.com/SpencerAung
169,Thomas Tuvignon,https://thomastuvignon.com/en/uses,Front-end developer and occasional designer.,"Front End, JAMstack, HTML, CSS, SCSS, JavaScript, React, Gatsby, Next.js, Eleventy, Shopify",🇫🇷,apple,iphone,https://twitter.com/tomtuv
170,Sapan Bodiwala,https://sapanbodiwala.com/uses,Full Stack Software Engineer,"Full Stack, Software Engineer, TypeScript, JavaScript, React, Node.js, GraphQL, Next.js, AWS, MongoDB, VS Code, Hyper",🇺🇸,apple,iphone,https://twitter.com/sbodi10
171,Scott Tolinski,https://scotttolinski.com/uses,"Web Developer, Tutorial Maker, Podcaster, Bboy","Developer, Front End, Entrepreneur, Teacher, JavaScript, Youtuber, React, CSS, TypeScript, GraphQL",🇺🇸,apple,iphone,https://twitter.com/stolinski
172,Sercan Eraslan,http://sercaneraslan.com/uses,Front-End Tech Lead,"JavaScript, Developer, Front End, Blogger, React, Vue.js, Angular, Svelte",🇹🇷,apple,iphone,https://twitter.com/sercan_eraslan
173,Eric McCormick,https://edm00se.codes/uses/,"Software Developer, IBM Champion, coffee lover, dabbler in all things technology, hobbyist 3d design and printing","Developer, Full Stack, Blogger, Speaker, Youtuber, JavaScript, Vue.js, Node.js, CSS",🇺🇸,apple,iphone,https://twitter.com/edm00se
